Token	POS-Tag	Sentence
e	CCONJ	Um dia quase ao pôr-do-sol Florinda, que aliás protegia muito Simeão, surpreendeu-o, saindo do quarto de seus pais, e no ato de esconder um objeto no bolso.
no	DET	Um dia quase ao pôr-do-sol Florinda, que aliás protegia muito Simeão, surpreendeu-o, saindo do quarto de seus pais, e no ato de esconder um objeto no bolso.
ato	NOUN	Um dia quase ao pôr-do-sol Florinda, que aliás protegia muito Simeão, surpreendeu-o, saindo do quarto de seus pais, e no ato de esconder um objeto no bolso.
de	SCONJ	Um dia quase ao pôr-do-sol Florinda, que aliás protegia muito Simeão, surpreendeu-o, saindo do quarto de seus pais, e no ato de esconder um objeto no bolso.
esconder	VERB	Um dia quase ao pôr-do-sol Florinda, que aliás protegia muito Simeão, surpreendeu-o, saindo do quarto de seus pais, e no ato de esconder um objeto no bolso.
um	DET	Um dia quase ao pôr-do-sol Florinda, que aliás protegia muito Simeão, surpreendeu-o, saindo do quarto de seus pais, e no ato de esconder um objeto no bolso.
objeto	NOUN	Um dia quase ao pôr-do-sol Florinda, que aliás protegia muito Simeão, surpreendeu-o, saindo do quarto de seus pais, e no ato de esconder um objeto no bolso.
no	DET	Um dia quase ao pôr-do-sol Florinda, que aliás protegia muito Simeão, surpreendeu-o, saindo do quarto de seus pais, e no ato de esconder um objeto no bolso.
bolso	NOUN	Um dia quase ao pôr-do-sol Florinda, que aliás protegia muito Simeão, surpreendeu-o, saindo do quarto de seus pais, e no ato de esconder um objeto no bolso.
.	PUNCT	Um dia quase ao pôr-do-sol Florinda, que aliás protegia muito Simeão, surpreendeu-o, saindo do quarto de seus pais, e no ato de esconder um objeto no bolso.
O	DET	O crioulo aproveitara a ocasião, em que Angélica e Florinda tinham ido passear à horta, para invadir o quarto do senhor, donde furtara uma corrente de ouro que dois dias antes Domingos comprara a um vendedor de jóias.
crioulo	NOUN	O crioulo aproveitara a ocasião, em que Angélica e Florinda tinham ido passear à horta, para invadir o quarto do senhor, donde furtara uma corrente de ouro que dois dias antes Domingos comprara a um vendedor de jóias.
aproveitara	VERB	O crioulo aproveitara a ocasião, em que Angélica e Florinda tinham ido passear à horta, para invadir o quarto do senhor, donde furtara uma corrente de ouro que dois dias antes Domingos comprara a um vendedor de jóias.
a	DET	O crioulo aproveitara a ocasião, em que Angélica e Florinda tinham ido passear à horta, para invadir o quarto do senhor, donde furtara uma corrente de ouro que dois dias antes Domingos comprara a um vendedor de jóias.
ocasião	NOUN	O crioulo aproveitara a ocasião, em que Angélica e Florinda tinham ido passear à horta, para invadir o quarto do senhor, donde furtara uma corrente de ouro que dois dias antes Domingos comprara a um vendedor de jóias.
,	PUNCT	O crioulo aproveitara a ocasião, em que Angélica e Florinda tinham ido passear à horta, para invadir o quarto do senhor, donde furtara uma corrente de ouro que dois dias antes Domingos comprara a um vendedor de jóias.
em	ADP	O crioulo aproveitara a ocasião, em que Angélica e Florinda tinham ido passear à horta, para invadir o quarto do senhor, donde furtara uma corrente de ouro que dois dias antes Domingos comprara a um vendedor de jóias.
que	PRON	O crioulo aproveitara a ocasião, em que Angélica e Florinda tinham ido passear à horta, para invadir o quarto do senhor, donde furtara uma corrente de ouro que dois dias antes Domingos comprara a um vendedor de jóias.
Angélica	PROPN	O crioulo aproveitara a ocasião, em que Angélica e Florinda tinham ido passear à horta, para invadir o quarto do senhor, donde furtara uma corrente de ouro que dois dias antes Domingos comprara a um vendedor de jóias.
e	CCONJ	O crioulo aproveitara a ocasião, em que Angélica e Florinda tinham ido passear à horta, para invadir o quarto do senhor, donde furtara uma corrente de ouro que dois dias antes Domingos comprara a um vendedor de jóias.
Florinda	PROPN	O crioulo aproveitara a ocasião, em que Angélica e Florinda tinham ido passear à horta, para invadir o quarto do senhor, donde furtara uma corrente de ouro que dois dias antes Domingos comprara a um vendedor de jóias.
tinham	AUX	O crioulo aproveitara a ocasião, em que Angélica e Florinda tinham ido passear à horta, para invadir o quarto do senhor, donde furtara uma corrente de ouro que dois dias antes Domingos comprara a um vendedor de jóias.
ido	AUX	O crioulo aproveitara a ocasião, em que Angélica e Florinda tinham ido passear à horta, para invadir o quarto do senhor, donde furtara uma corrente de ouro que dois dias antes Domingos comprara a um vendedor de jóias.
passear	VERB	O crioulo aproveitara a ocasião, em que Angélica e Florinda tinham ido passear à horta, para invadir o quarto do senhor, donde furtara uma corrente de ouro que dois dias antes Domingos comprara a um vendedor de jóias.
à	DET	O crioulo aproveitara a ocasião, em que Angélica e Florinda tinham ido passear à horta, para invadir o quarto do senhor, donde furtara uma corrente de ouro que dois dias antes Domingos comprara a um vendedor de jóias.
horta	NOUN	O crioulo aproveitara a ocasião, em que Angélica e Florinda tinham ido passear à horta, para invadir o quarto do senhor, donde furtara uma corrente de ouro que dois dias antes Domingos comprara a um vendedor de jóias.
,	PUNCT	O crioulo aproveitara a ocasião, em que Angélica e Florinda tinham ido passear à horta, para invadir o quarto do senhor, donde furtara uma corrente de ouro que dois dias antes Domingos comprara a um vendedor de jóias.
para	SCONJ	O crioulo aproveitara a ocasião, em que Angélica e Florinda tinham ido passear à horta, para invadir o quarto do senhor, donde furtara uma corrente de ouro que dois dias antes Domingos comprara a um vendedor de jóias.
invadir	VERB	O crioulo aproveitara a ocasião, em que Angélica e Florinda tinham ido passear à horta, para invadir o quarto do senhor, donde furtara uma corrente de ouro que dois dias antes Domingos comprara a um vendedor de jóias.
o	DET	O crioulo aproveitara a ocasião, em que Angélica e Florinda tinham ido passear à horta, para invadir o quarto do senhor, donde furtara uma corrente de ouro que dois dias antes Domingos comprara a um vendedor de jóias.
quarto	NOUN	O crioulo aproveitara a ocasião, em que Angélica e Florinda tinham ido passear à horta, para invadir o quarto do senhor, donde furtara uma corrente de ouro que dois dias antes Domingos comprara a um vendedor de jóias.
do	DET	O crioulo aproveitara a ocasião, em que Angélica e Florinda tinham ido passear à horta, para invadir o quarto do senhor, donde furtara uma corrente de ouro que dois dias antes Domingos comprara a um vendedor de jóias.
senhor	NOUN	O crioulo aproveitara a ocasião, em que Angélica e Florinda tinham ido passear à horta, para invadir o quarto do senhor, donde furtara uma corrente de ouro que dois dias antes Domingos comprara a um vendedor de jóias.
,	PUNCT	O crioulo aproveitara a ocasião, em que Angélica e Florinda tinham ido passear à horta, para invadir o quarto do senhor, donde furtara uma corrente de ouro que dois dias antes Domingos comprara a um vendedor de jóias.
donde	ADV	O crioulo aproveitara a ocasião, em que Angélica e Florinda tinham ido passear à horta, para invadir o quarto do senhor, donde furtara uma corrente de ouro que dois dias antes Domingos comprara a um vendedor de jóias.
furtara	VERB	O crioulo aproveitara a ocasião, em que Angélica e Florinda tinham ido passear à horta, para invadir o quarto do senhor, donde furtara uma corrente de ouro que dois dias antes Domingos comprara a um vendedor de jóias.
uma	DET	O crioulo aproveitara a ocasião, em que Angélica e Florinda tinham ido passear à horta, para invadir o quarto do senhor, donde furtara uma corrente de ouro que dois dias antes Domingos comprara a um vendedor de jóias.
corrente	NOUN	O crioulo aproveitara a ocasião, em que Angélica e Florinda tinham ido passear à horta, para invadir o quarto do senhor, donde furtara uma corrente de ouro que dois dias antes Domingos comprara a um vendedor de jóias.
de	ADP	O crioulo aproveitara a ocasião, em que Angélica e Florinda tinham ido passear à horta, para invadir o quarto do senhor, donde furtara uma corrente de ouro que dois dias antes Domingos comprara a um vendedor de jóias.
ouro	NOUN	O crioulo aproveitara a ocasião, em que Angélica e Florinda tinham ido passear à horta, para invadir o quarto do senhor, donde furtara uma corrente de ouro que dois dias antes Domingos comprara a um vendedor de jóias.
que	PRON	O crioulo aproveitara a ocasião, em que Angélica e Florinda tinham ido passear à horta, para invadir o quarto do senhor, donde furtara uma corrente de ouro que dois dias antes Domingos comprara a um vendedor de jóias.
dois	NUM	O crioulo aproveitara a ocasião, em que Angélica e Florinda tinham ido passear à horta, para invadir o quarto do senhor, donde furtara uma corrente de ouro que dois dias antes Domingos comprara a um vendedor de jóias.
dias	NOUN	O crioulo aproveitara a ocasião, em que Angélica e Florinda tinham ido passear à horta, para invadir o quarto do senhor, donde furtara uma corrente de ouro que dois dias antes Domingos comprara a um vendedor de jóias.
antes	ADV	O crioulo aproveitara a ocasião, em que Angélica e Florinda tinham ido passear à horta, para invadir o quarto do senhor, donde furtara uma corrente de ouro que dois dias antes Domingos comprara a um vendedor de jóias.
Domingos	PROPN	O crioulo aproveitara a ocasião, em que Angélica e Florinda tinham ido passear à horta, para invadir o quarto do senhor, donde furtara uma corrente de ouro que dois dias antes Domingos comprara a um vendedor de jóias.
comprara	VERB	O crioulo aproveitara a ocasião, em que Angélica e Florinda tinham ido passear à horta, para invadir o quarto do senhor, donde furtara uma corrente de ouro que dois dias antes Domingos comprara a um vendedor de jóias.
a	ADP	O crioulo aproveitara a ocasião, em que Angélica e Florinda tinham ido passear à horta, para invadir o quarto do senhor, donde furtara uma corrente de ouro que dois dias antes Domingos comprara a um vendedor de jóias.
um	DET	O crioulo aproveitara a ocasião, em que Angélica e Florinda tinham ido passear à horta, para invadir o quarto do senhor, donde furtara uma corrente de ouro que dois dias antes Domingos comprara a um vendedor de jóias.
vendedor	NOUN	O crioulo aproveitara a ocasião, em que Angélica e Florinda tinham ido passear à horta, para invadir o quarto do senhor, donde furtara uma corrente de ouro que dois dias antes Domingos comprara a um vendedor de jóias.
de	ADP	O crioulo aproveitara a ocasião, em que Angélica e Florinda tinham ido passear à horta, para invadir o quarto do senhor, donde furtara uma corrente de ouro que dois dias antes Domingos comprara a um vendedor de jóias.
jóias	NOUN	O crioulo aproveitara a ocasião, em que Angélica e Florinda tinham ido passear à horta, para invadir o quarto do senhor, donde furtara uma corrente de ouro que dois dias antes Domingos comprara a um vendedor de jóias.
.	PUNCT	O crioulo aproveitara a ocasião, em que Angélica e Florinda tinham ido passear à horta, para invadir o quarto do senhor, donde furtara uma corrente de ouro que dois dias antes Domingos comprara a um vendedor de jóias.
–	PUNCT	– Ainda um furto, Simeão!...
Ainda	ADV	– Ainda um furto, Simeão!...
um	NUM	– Ainda um furto, Simeão!...
furto	NOUN	– Ainda um furto, Simeão!...
,	PUNCT	– Ainda um furto, Simeão!...
Simeão	PROPN	– Ainda um furto, Simeão!...
!	PUNCT	– Ainda um furto, Simeão!...
...	PUNCT	– Ainda um furto, Simeão!...
–	PUNCT	– exclamou Florinda que de súbito acabava de chegar.
exclamou	VERB	– exclamou Florinda que de súbito acabava de chegar.
Florinda	PROPN	– exclamou Florinda que de súbito acabava de chegar.
que	PRON	– exclamou Florinda que de súbito acabava de chegar.
de	ADP	– exclamou Florinda que de súbito acabava de chegar.
súbito	NOUN	– exclamou Florinda que de súbito acabava de chegar.
acabava	VERB	– exclamou Florinda que de súbito acabava de chegar.
de	SCONJ	– exclamou Florinda que de súbito acabava de chegar.
chegar	VERB	– exclamou Florinda que de súbito acabava de chegar.
.	PUNCT	– exclamou Florinda que de súbito acabava de chegar.
–	PUNCT	– E quem lhe disse que eu furtei?...
E	CCONJ	– E quem lhe disse que eu furtei?...
quem	PRON	– E quem lhe disse que eu furtei?...
lhe	PRON	– E quem lhe disse que eu furtei?...
disse	VERB	– E quem lhe disse que eu furtei?...
que	SCONJ	– E quem lhe disse que eu furtei?...
eu	PRON	– E quem lhe disse que eu furtei?...
furtei	VERB	– E quem lhe disse que eu furtei?...
?	PUNCT	– E quem lhe disse que eu furtei?...
...	PUNCT	– E quem lhe disse que eu furtei?...
–	PUNCT	– perguntou audaciosamente o crioulo.
perguntou	VERB	– perguntou audaciosamente o crioulo.
audaciosamente	ADV	– perguntou audaciosamente o crioulo.
o	DET	– perguntou audaciosamente o crioulo.
crioulo	NOUN	– perguntou audaciosamente o crioulo.
.	PUNCT	– perguntou audaciosamente o crioulo.
A	DET	"A moça avançou um passo para o escravo e disse-lhe:

 

– Entrega-me o que furtaste: eu não direi nada e te perdoarei... tu és doido e queres ser desgraçado...

 

Em vez de obedecer sem insolência e de curvar-se agradecido diante do anjo do perdão, o crioulo recuou, dizendo em alta voz:

 

– É mentira!"
moça	NOUN	"A moça avançou um passo para o escravo e disse-lhe:

 

– Entrega-me o que furtaste: eu não direi nada e te perdoarei... tu és doido e queres ser desgraçado...

 

Em vez de obedecer sem insolência e de curvar-se agradecido diante do anjo do perdão, o crioulo recuou, dizendo em alta voz:

 

– É mentira!"
avançou	VERB	"A moça avançou um passo para o escravo e disse-lhe:

 

– Entrega-me o que furtaste: eu não direi nada e te perdoarei... tu és doido e queres ser desgraçado...

 

Em vez de obedecer sem insolência e de curvar-se agradecido diante do anjo do perdão, o crioulo recuou, dizendo em alta voz:

 

– É mentira!"
um	DET	"A moça avançou um passo para o escravo e disse-lhe:

 

– Entrega-me o que furtaste: eu não direi nada e te perdoarei... tu és doido e queres ser desgraçado...

 

Em vez de obedecer sem insolência e de curvar-se agradecido diante do anjo do perdão, o crioulo recuou, dizendo em alta voz:

 

– É mentira!"
passo	NOUN	"A moça avançou um passo para o escravo e disse-lhe:

 

– Entrega-me o que furtaste: eu não direi nada e te perdoarei... tu és doido e queres ser desgraçado...

 

Em vez de obedecer sem insolência e de curvar-se agradecido diante do anjo do perdão, o crioulo recuou, dizendo em alta voz:

 

– É mentira!"
para	ADP	"A moça avançou um passo para o escravo e disse-lhe:

 

– Entrega-me o que furtaste: eu não direi nada e te perdoarei... tu és doido e queres ser desgraçado...

 

Em vez de obedecer sem insolência e de curvar-se agradecido diante do anjo do perdão, o crioulo recuou, dizendo em alta voz:

 

– É mentira!"
o	DET	"A moça avançou um passo para o escravo e disse-lhe:

 

– Entrega-me o que furtaste: eu não direi nada e te perdoarei... tu és doido e queres ser desgraçado...

 

Em vez de obedecer sem insolência e de curvar-se agradecido diante do anjo do perdão, o crioulo recuou, dizendo em alta voz:

 

– É mentira!"
escravo	NOUN	"A moça avançou um passo para o escravo e disse-lhe:

 

– Entrega-me o que furtaste: eu não direi nada e te perdoarei... tu és doido e queres ser desgraçado...

 

Em vez de obedecer sem insolência e de curvar-se agradecido diante do anjo do perdão, o crioulo recuou, dizendo em alta voz:

 

– É mentira!"
e	CCONJ	"A moça avançou um passo para o escravo e disse-lhe:

 

– Entrega-me o que furtaste: eu não direi nada e te perdoarei... tu és doido e queres ser desgraçado...

 

Em vez de obedecer sem insolência e de curvar-se agradecido diante do anjo do perdão, o crioulo recuou, dizendo em alta voz:

 

– É mentira!"
disse-lhe	VERB	"A moça avançou um passo para o escravo e disse-lhe:

 

– Entrega-me o que furtaste: eu não direi nada e te perdoarei... tu és doido e queres ser desgraçado...

 

Em vez de obedecer sem insolência e de curvar-se agradecido diante do anjo do perdão, o crioulo recuou, dizendo em alta voz:

 

– É mentira!"
:	PUNCT	"A moça avançou um passo para o escravo e disse-lhe:

 

– Entrega-me o que furtaste: eu não direi nada e te perdoarei... tu és doido e queres ser desgraçado...

 

Em vez de obedecer sem insolência e de curvar-se agradecido diante do anjo do perdão, o crioulo recuou, dizendo em alta voz:

 

– É mentira!"
Eu	PRON	Eu não furtei.
não	ADV	Eu não furtei.
furtei	VERB	Eu não furtei.
.	PUNCT	Eu não furtei.
À	DET	À palavra mentira, Florinda estremeceu ferida pelo insulto.
palavra	NOUN	À palavra mentira, Florinda estremeceu ferida pelo insulto.
mentira	ADJ	À palavra mentira, Florinda estremeceu ferida pelo insulto.
,	PUNCT	À palavra mentira, Florinda estremeceu ferida pelo insulto.
Florinda	PROPN	À palavra mentira, Florinda estremeceu ferida pelo insulto.
estremeceu	VERB	À palavra mentira, Florinda estremeceu ferida pelo insulto.
ferida	VERB	À palavra mentira, Florinda estremeceu ferida pelo insulto.
pelo	DET	À palavra mentira, Florinda estremeceu ferida pelo insulto.
insulto	NOUN	À palavra mentira, Florinda estremeceu ferida pelo insulto.
.	PUNCT	À palavra mentira, Florinda estremeceu ferida pelo insulto.
–	PUNCT	– Atrevido!
Atrevido	PROPN	– Atrevido!
!	PUNCT	– Atrevido!
–	PUNCT	– bradou.
bradou	VERB	– bradou.
.	PUNCT	– bradou.
Uma	DET	Uma escrava correu ao grito da senhora-moça.
escrava	NOUN	Uma escrava correu ao grito da senhora-moça.
correu	VERB	Uma escrava correu ao grito da senhora-moça.
ao	DET	Uma escrava correu ao grito da senhora-moça.
grito	NOUN	Uma escrava correu ao grito da senhora-moça.
da	DET	Uma escrava correu ao grito da senhora-moça.
senhora-moça	NOUN	Uma escrava correu ao grito da senhora-moça.
.	PUNCT	Uma escrava correu ao grito da senhora-moça.
–	PUNCT	– Tira do bolso desse miserável o que ele acaba de furtar!
Tira	VERB	– Tira do bolso desse miserável o que ele acaba de furtar!
do	DET	– Tira do bolso desse miserável o que ele acaba de furtar!
bolso	NOUN	– Tira do bolso desse miserável o que ele acaba de furtar!
desse	DET	– Tira do bolso desse miserável o que ele acaba de furtar!
miserável	NOUN	– Tira do bolso desse miserável o que ele acaba de furtar!
o	PRON	– Tira do bolso desse miserável o que ele acaba de furtar!
que	PRON	– Tira do bolso desse miserável o que ele acaba de furtar!
ele	PRON	– Tira do bolso desse miserável o que ele acaba de furtar!
acaba	VERB	– Tira do bolso desse miserável o que ele acaba de furtar!
de	SCONJ	– Tira do bolso desse miserável o que ele acaba de furtar!
furtar	VERB	– Tira do bolso desse miserável o que ele acaba de furtar!
!	PUNCT	– Tira do bolso desse miserável o que ele acaba de furtar!
A	DET	A escrava ia cumprir a ordem; mas Simeão repeliu-a, e tirando a cor­rente do bolso, lançou-a de longe à parceira com movimento tão desastrado ou com tal propósito de ofensa, que a corrente foi cair aos pés de Florinda.
escrava	NOUN	A escrava ia cumprir a ordem; mas Simeão repeliu-a, e tirando a cor­rente do bolso, lançou-a de longe à parceira com movimento tão desastrado ou com tal propósito de ofensa, que a corrente foi cair aos pés de Florinda.
ia	AUX	A escrava ia cumprir a ordem; mas Simeão repeliu-a, e tirando a cor­rente do bolso, lançou-a de longe à parceira com movimento tão desastrado ou com tal propósito de ofensa, que a corrente foi cair aos pés de Florinda.
cumprir	VERB	A escrava ia cumprir a ordem; mas Simeão repeliu-a, e tirando a cor­rente do bolso, lançou-a de longe à parceira com movimento tão desastrado ou com tal propósito de ofensa, que a corrente foi cair aos pés de Florinda.
a	DET	A escrava ia cumprir a ordem; mas Simeão repeliu-a, e tirando a cor­rente do bolso, lançou-a de longe à parceira com movimento tão desastrado ou com tal propósito de ofensa, que a corrente foi cair aos pés de Florinda.
ordem	NOUN	A escrava ia cumprir a ordem; mas Simeão repeliu-a, e tirando a cor­rente do bolso, lançou-a de longe à parceira com movimento tão desastrado ou com tal propósito de ofensa, que a corrente foi cair aos pés de Florinda.
;	PUNCT	A escrava ia cumprir a ordem; mas Simeão repeliu-a, e tirando a cor­rente do bolso, lançou-a de longe à parceira com movimento tão desastrado ou com tal propósito de ofensa, que a corrente foi cair aos pés de Florinda.
mas	CCONJ	A escrava ia cumprir a ordem; mas Simeão repeliu-a, e tirando a cor­rente do bolso, lançou-a de longe à parceira com movimento tão desastrado ou com tal propósito de ofensa, que a corrente foi cair aos pés de Florinda.
Simeão	PROPN	A escrava ia cumprir a ordem; mas Simeão repeliu-a, e tirando a cor­rente do bolso, lançou-a de longe à parceira com movimento tão desastrado ou com tal propósito de ofensa, que a corrente foi cair aos pés de Florinda.
repeliu-a	VERB	A escrava ia cumprir a ordem; mas Simeão repeliu-a, e tirando a cor­rente do bolso, lançou-a de longe à parceira com movimento tão desastrado ou com tal propósito de ofensa, que a corrente foi cair aos pés de Florinda.
,	PUNCT	A escrava ia cumprir a ordem; mas Simeão repeliu-a, e tirando a cor­rente do bolso, lançou-a de longe à parceira com movimento tão desastrado ou com tal propósito de ofensa, que a corrente foi cair aos pés de Florinda.
e	CCONJ	A escrava ia cumprir a ordem; mas Simeão repeliu-a, e tirando a cor­rente do bolso, lançou-a de longe à parceira com movimento tão desastrado ou com tal propósito de ofensa, que a corrente foi cair aos pés de Florinda.
tirando	VERB	A escrava ia cumprir a ordem; mas Simeão repeliu-a, e tirando a cor­rente do bolso, lançou-a de longe à parceira com movimento tão desastrado ou com tal propósito de ofensa, que a corrente foi cair aos pés de Florinda.
a	DET	A escrava ia cumprir a ordem; mas Simeão repeliu-a, e tirando a cor­rente do bolso, lançou-a de longe à parceira com movimento tão desastrado ou com tal propósito de ofensa, que a corrente foi cair aos pés de Florinda.
Nesse	DET	Nesse momento entravam Angélica e Domingos que chegara da roça, e tinha ainda na mão o açoite do cavalo.
momento	NOUN	Nesse momento entravam Angélica e Domingos que chegara da roça, e tinha ainda na mão o açoite do cavalo.
entravam	VERB	Nesse momento entravam Angélica e Domingos que chegara da roça, e tinha ainda na mão o açoite do cavalo.
Angélica	PROPN	Nesse momento entravam Angélica e Domingos que chegara da roça, e tinha ainda na mão o açoite do cavalo.
e	CCONJ	Nesse momento entravam Angélica e Domingos que chegara da roça, e tinha ainda na mão o açoite do cavalo.
Domingos	PROPN	Nesse momento entravam Angélica e Domingos que chegara da roça, e tinha ainda na mão o açoite do cavalo.
que	PRON	Nesse momento entravam Angélica e Domingos que chegara da roça, e tinha ainda na mão o açoite do cavalo.
chegara	VERB	Nesse momento entravam Angélica e Domingos que chegara da roça, e tinha ainda na mão o açoite do cavalo.
da	DET	Nesse momento entravam Angélica e Domingos que chegara da roça, e tinha ainda na mão o açoite do cavalo.
roça	NOUN	Nesse momento entravam Angélica e Domingos que chegara da roça, e tinha ainda na mão o açoite do cavalo.
,	PUNCT	Nesse momento entravam Angélica e Domingos que chegara da roça, e tinha ainda na mão o açoite do cavalo.
e	CCONJ	Nesse momento entravam Angélica e Domingos que chegara da roça, e tinha ainda na mão o açoite do cavalo.
tinha	VERB	Nesse momento entravam Angélica e Domingos que chegara da roça, e tinha ainda na mão o açoite do cavalo.
ainda	ADV	Nesse momento entravam Angélica e Domingos que chegara da roça, e tinha ainda na mão o açoite do cavalo.
na	DET	Nesse momento entravam Angélica e Domingos que chegara da roça, e tinha ainda na mão o açoite do cavalo.
mão	NOUN	Nesse momento entravam Angélica e Domingos que chegara da roça, e tinha ainda na mão o açoite do cavalo.
o	DET	Nesse momento entravam Angélica e Domingos que chegara da roça, e tinha ainda na mão o açoite do cavalo.
açoite	NOUN	Nesse momento entravam Angélica e Domingos que chegara da roça, e tinha ainda na mão o açoite do cavalo.
do	DET	Nesse momento entravam Angélica e Domingos que chegara da roça, e tinha ainda na mão o açoite do cavalo.
cavalo	NOUN	Nesse momento entravam Angélica e Domingos que chegara da roça, e tinha ainda na mão o açoite do cavalo.
.	PUNCT	Nesse momento entravam Angélica e Domingos que chegara da roça, e tinha ainda na mão o açoite do cavalo.
–	PUNCT	– Que foi isto?
Que	PRON	– Que foi isto?
foi	AUX	– Que foi isto?
isto	PRON	– Que foi isto?
?	PUNCT	– Que foi isto?
–	PUNCT	– perguntou ele.
perguntou	VERB	– perguntou ele.
ele	PRON	– perguntou ele.
.	PUNCT	– perguntou ele.
Florinda	PROPN	Florinda era uma santa: compadeceu-se do crioulo e calou-se; a escrava, porém, obedeceu e falou.
era	AUX	Florinda era uma santa: compadeceu-se do crioulo e calou-se; a escrava, porém, obedeceu e falou.
uma	DET	Florinda era uma santa: compadeceu-se do crioulo e calou-se; a escrava, porém, obedeceu e falou.
santa	NOUN	Florinda era uma santa: compadeceu-se do crioulo e calou-se; a escrava, porém, obedeceu e falou.
:	PUNCT	Florinda era uma santa: compadeceu-se do crioulo e calou-se; a escrava, porém, obedeceu e falou.
compadeceu-se	VERB	Florinda era uma santa: compadeceu-se do crioulo e calou-se; a escrava, porém, obedeceu e falou.
do	DET	Florinda era uma santa: compadeceu-se do crioulo e calou-se; a escrava, porém, obedeceu e falou.
crioulo	NOUN	Florinda era uma santa: compadeceu-se do crioulo e calou-se; a escrava, porém, obedeceu e falou.
e	CCONJ	Florinda era uma santa: compadeceu-se do crioulo e calou-se; a escrava, porém, obedeceu e falou.
calou-se	VERB	Florinda era uma santa: compadeceu-se do crioulo e calou-se; a escrava, porém, obedeceu e falou.
;	PUNCT	Florinda era uma santa: compadeceu-se do crioulo e calou-se; a escrava, porém, obedeceu e falou.
a	DET	Florinda era uma santa: compadeceu-se do crioulo e calou-se; a escrava, porém, obedeceu e falou.
escrava	NOUN	Florinda era uma santa: compadeceu-se do crioulo e calou-se; a escrava, porém, obedeceu e falou.
,	PUNCT	Florinda era uma santa: compadeceu-se do crioulo e calou-se; a escrava, porém, obedeceu e falou.
porém	CCONJ	Florinda era uma santa: compadeceu-se do crioulo e calou-se; a escrava, porém, obedeceu e falou.
,	PUNCT	Florinda era uma santa: compadeceu-se do crioulo e calou-se; a escrava, porém, obedeceu e falou.
obedeceu	VERB	Florinda era uma santa: compadeceu-se do crioulo e calou-se; a escrava, porém, obedeceu e falou.
e	CCONJ	Florinda era uma santa: compadeceu-se do crioulo e calou-se; a escrava, porém, obedeceu e falou.
falou	VERB	Florinda era uma santa: compadeceu-se do crioulo e calou-se; a escrava, porém, obedeceu e falou.
.	PUNCT	Florinda era uma santa: compadeceu-se do crioulo e calou-se; a escrava, porém, obedeceu e falou.
Ouvindo	VERB	Ouvindo a relação do caso e do insulto feito à filha, Domingos Caeta­no, tomado de justa cólera, levantou o açoite e descarregou-o com vivaci­dade sobre as costas de Simeão.
a	DET	Ouvindo a relação do caso e do insulto feito à filha, Domingos Caeta­no, tomado de justa cólera, levantou o açoite e descarregou-o com vivaci­dade sobre as costas de Simeão.
relação	NOUN	Ouvindo a relação do caso e do insulto feito à filha, Domingos Caeta­no, tomado de justa cólera, levantou o açoite e descarregou-o com vivaci­dade sobre as costas de Simeão.
do	DET	Ouvindo a relação do caso e do insulto feito à filha, Domingos Caeta­no, tomado de justa cólera, levantou o açoite e descarregou-o com vivaci­dade sobre as costas de Simeão.
caso	NOUN	Ouvindo a relação do caso e do insulto feito à filha, Domingos Caeta­no, tomado de justa cólera, levantou o açoite e descarregou-o com vivaci­dade sobre as costas de Simeão.
e	CCONJ	Ouvindo a relação do caso e do insulto feito à filha, Domingos Caeta­no, tomado de justa cólera, levantou o açoite e descarregou-o com vivaci­dade sobre as costas de Simeão.
do	DET	Ouvindo a relação do caso e do insulto feito à filha, Domingos Caeta­no, tomado de justa cólera, levantou o açoite e descarregou-o com vivaci­dade sobre as costas de Simeão.
insulto	NOUN	Ouvindo a relação do caso e do insulto feito à filha, Domingos Caeta­no, tomado de justa cólera, levantou o açoite e descarregou-o com vivaci­dade sobre as costas de Simeão.
feito	VERB	Ouvindo a relação do caso e do insulto feito à filha, Domingos Caeta­no, tomado de justa cólera, levantou o açoite e descarregou-o com vivaci­dade sobre as costas de Simeão.
à	DET	Ouvindo a relação do caso e do insulto feito à filha, Domingos Caeta­no, tomado de justa cólera, levantou o açoite e descarregou-o com vivaci­dade sobre as costas de Simeão.
filha	NOUN	Ouvindo a relação do caso e do insulto feito à filha, Domingos Caeta­no, tomado de justa cólera, levantou o açoite e descarregou-o com vivaci­dade sobre as costas de Simeão.
,	PUNCT	Ouvindo a relação do caso e do insulto feito à filha, Domingos Caeta­no, tomado de justa cólera, levantou o açoite e descarregou-o com vivaci­dade sobre as costas de Simeão.
Domingos	PROPN	Ouvindo a relação do caso e do insulto feito à filha, Domingos Caeta­no, tomado de justa cólera, levantou o açoite e descarregou-o com vivaci­dade sobre as costas de Simeão.
Seis	NUM	Seis vezes e repetidamente os golpes se tinham repetido, quando Flo­rinda em pranto arrancou o açoite da mão de seu pai.
vezes	NOUN	Seis vezes e repetidamente os golpes se tinham repetido, quando Flo­rinda em pranto arrancou o açoite da mão de seu pai.
e	CCONJ	Seis vezes e repetidamente os golpes se tinham repetido, quando Flo­rinda em pranto arrancou o açoite da mão de seu pai.
