Token	Sentença
cair	A escrava ia cumprir a ordem; mas Simeão repeliu-a, e tirando a cor­rente do bolso, lançou-a de longe à parceira com movimento tão desastrado ou com tal propósito de ofensa, que a corrente foi cair aos pés de Florinda.
aos	A escrava ia cumprir a ordem; mas Simeão repeliu-a, e tirando a cor­rente do bolso, lançou-a de longe à parceira com movimento tão desastrado ou com tal propósito de ofensa, que a corrente foi cair aos pés de Florinda.
pés	A escrava ia cumprir a ordem; mas Simeão repeliu-a, e tirando a cor­rente do bolso, lançou-a de longe à parceira com movimento tão desastrado ou com tal propósito de ofensa, que a corrente foi cair aos pés de Florinda.
de	A escrava ia cumprir a ordem; mas Simeão repeliu-a, e tirando a cor­rente do bolso, lançou-a de longe à parceira com movimento tão desastrado ou com tal propósito de ofensa, que a corrente foi cair aos pés de Florinda.
Flor	A escrava ia cumprir a ordem; mas Simeão repeliu-a, e tirando a cor­rente do bolso, lançou-a de longe à parceira com movimento tão desastrado ou com tal propósito de ofensa, que a corrente foi cair aos pés de Florinda.
##inda	A escrava ia cumprir a ordem; mas Simeão repeliu-a, e tirando a cor­rente do bolso, lançou-a de longe à parceira com movimento tão desastrado ou com tal propósito de ofensa, que a corrente foi cair aos pés de Florinda.
.	A escrava ia cumprir a ordem; mas Simeão repeliu-a, e tirando a cor­rente do bolso, lançou-a de longe à parceira com movimento tão desastrado ou com tal propósito de ofensa, que a corrente foi cair aos pés de Florinda.
[SEP]	A escrava ia cumprir a ordem; mas Simeão repeliu-a, e tirando a cor­rente do bolso, lançou-a de longe à parceira com movimento tão desastrado ou com tal propósito de ofensa, que a corrente foi cair aos pés de Florinda.
[CLS]	Nesse momento entravam Angélica e Domingos que chegara da roça, e tinha ainda na mão o açoite do cavalo.
Nesse	Nesse momento entravam Angélica e Domingos que chegara da roça, e tinha ainda na mão o açoite do cavalo.
momento	Nesse momento entravam Angélica e Domingos que chegara da roça, e tinha ainda na mão o açoite do cavalo.
entra	Nesse momento entravam Angélica e Domingos que chegara da roça, e tinha ainda na mão o açoite do cavalo.
##vam	Nesse momento entravam Angélica e Domingos que chegara da roça, e tinha ainda na mão o açoite do cavalo.
Ang	Nesse momento entravam Angélica e Domingos que chegara da roça, e tinha ainda na mão o açoite do cavalo.
##élica	Nesse momento entravam Angélica e Domingos que chegara da roça, e tinha ainda na mão o açoite do cavalo.
e	Nesse momento entravam Angélica e Domingos que chegara da roça, e tinha ainda na mão o açoite do cavalo.
Domingos	Nesse momento entravam Angélica e Domingos que chegara da roça, e tinha ainda na mão o açoite do cavalo.
que	Nesse momento entravam Angélica e Domingos que chegara da roça, e tinha ainda na mão o açoite do cavalo.
chegar	Nesse momento entravam Angélica e Domingos que chegara da roça, e tinha ainda na mão o açoite do cavalo.
##a	Nesse momento entravam Angélica e Domingos que chegara da roça, e tinha ainda na mão o açoite do cavalo.
da	Nesse momento entravam Angélica e Domingos que chegara da roça, e tinha ainda na mão o açoite do cavalo.
ro	Nesse momento entravam Angélica e Domingos que chegara da roça, e tinha ainda na mão o açoite do cavalo.
##ça	Nesse momento entravam Angélica e Domingos que chegara da roça, e tinha ainda na mão o açoite do cavalo.
,	Nesse momento entravam Angélica e Domingos que chegara da roça, e tinha ainda na mão o açoite do cavalo.
e	Nesse momento entravam Angélica e Domingos que chegara da roça, e tinha ainda na mão o açoite do cavalo.
tinha	Nesse momento entravam Angélica e Domingos que chegara da roça, e tinha ainda na mão o açoite do cavalo.
ainda	Nesse momento entravam Angélica e Domingos que chegara da roça, e tinha ainda na mão o açoite do cavalo.
na	Nesse momento entravam Angélica e Domingos que chegara da roça, e tinha ainda na mão o açoite do cavalo.
mão	Nesse momento entravam Angélica e Domingos que chegara da roça, e tinha ainda na mão o açoite do cavalo.
o	Nesse momento entravam Angélica e Domingos que chegara da roça, e tinha ainda na mão o açoite do cavalo.
aço	Nesse momento entravam Angélica e Domingos que chegara da roça, e tinha ainda na mão o açoite do cavalo.
##ite	Nesse momento entravam Angélica e Domingos que chegara da roça, e tinha ainda na mão o açoite do cavalo.
do	Nesse momento entravam Angélica e Domingos que chegara da roça, e tinha ainda na mão o açoite do cavalo.
cavalo	Nesse momento entravam Angélica e Domingos que chegara da roça, e tinha ainda na mão o açoite do cavalo.
.	Nesse momento entravam Angélica e Domingos que chegara da roça, e tinha ainda na mão o açoite do cavalo.
[SEP]	Nesse momento entravam Angélica e Domingos que chegara da roça, e tinha ainda na mão o açoite do cavalo.
[CLS]	– Que foi isto?
–	– Que foi isto?
Que	– Que foi isto?
foi	– Que foi isto?
isto	– Que foi isto?
?	– Que foi isto?
[SEP]	– Que foi isto?
[CLS]	– perguntou ele.
–	– perguntou ele.
perguntou	– perguntou ele.
ele	– perguntou ele.
.	– perguntou ele.
[SEP]	– perguntou ele.
[CLS]	Florinda era uma santa: compadeceu-se do crioulo e calou-se; a escrava, porém, obedeceu e falou.
Flor	Florinda era uma santa: compadeceu-se do crioulo e calou-se; a escrava, porém, obedeceu e falou.
##inda	Florinda era uma santa: compadeceu-se do crioulo e calou-se; a escrava, porém, obedeceu e falou.
era	Florinda era uma santa: compadeceu-se do crioulo e calou-se; a escrava, porém, obedeceu e falou.
uma	Florinda era uma santa: compadeceu-se do crioulo e calou-se; a escrava, porém, obedeceu e falou.
santa	Florinda era uma santa: compadeceu-se do crioulo e calou-se; a escrava, porém, obedeceu e falou.
:	Florinda era uma santa: compadeceu-se do crioulo e calou-se; a escrava, porém, obedeceu e falou.
compa	Florinda era uma santa: compadeceu-se do crioulo e calou-se; a escrava, porém, obedeceu e falou.
##de	Florinda era uma santa: compadeceu-se do crioulo e calou-se; a escrava, porém, obedeceu e falou.
##ceu	Florinda era uma santa: compadeceu-se do crioulo e calou-se; a escrava, porém, obedeceu e falou.
-	Florinda era uma santa: compadeceu-se do crioulo e calou-se; a escrava, porém, obedeceu e falou.
se	Florinda era uma santa: compadeceu-se do crioulo e calou-se; a escrava, porém, obedeceu e falou.
do	Florinda era uma santa: compadeceu-se do crioulo e calou-se; a escrava, porém, obedeceu e falou.
criou	Florinda era uma santa: compadeceu-se do crioulo e calou-se; a escrava, porém, obedeceu e falou.
##lo	Florinda era uma santa: compadeceu-se do crioulo e calou-se; a escrava, porém, obedeceu e falou.
e	Florinda era uma santa: compadeceu-se do crioulo e calou-se; a escrava, porém, obedeceu e falou.
cal	Florinda era uma santa: compadeceu-se do crioulo e calou-se; a escrava, porém, obedeceu e falou.
##ou	Florinda era uma santa: compadeceu-se do crioulo e calou-se; a escrava, porém, obedeceu e falou.
-	Florinda era uma santa: compadeceu-se do crioulo e calou-se; a escrava, porém, obedeceu e falou.
se	Florinda era uma santa: compadeceu-se do crioulo e calou-se; a escrava, porém, obedeceu e falou.
;	Florinda era uma santa: compadeceu-se do crioulo e calou-se; a escrava, porém, obedeceu e falou.
a	Florinda era uma santa: compadeceu-se do crioulo e calou-se; a escrava, porém, obedeceu e falou.
escrava	Florinda era uma santa: compadeceu-se do crioulo e calou-se; a escrava, porém, obedeceu e falou.
,	Florinda era uma santa: compadeceu-se do crioulo e calou-se; a escrava, porém, obedeceu e falou.
porém	Florinda era uma santa: compadeceu-se do crioulo e calou-se; a escrava, porém, obedeceu e falou.
,	Florinda era uma santa: compadeceu-se do crioulo e calou-se; a escrava, porém, obedeceu e falou.
obede	Florinda era uma santa: compadeceu-se do crioulo e calou-se; a escrava, porém, obedeceu e falou.
##ceu	Florinda era uma santa: compadeceu-se do crioulo e calou-se; a escrava, porém, obedeceu e falou.
e	Florinda era uma santa: compadeceu-se do crioulo e calou-se; a escrava, porém, obedeceu e falou.
falou	Florinda era uma santa: compadeceu-se do crioulo e calou-se; a escrava, porém, obedeceu e falou.
.	Florinda era uma santa: compadeceu-se do crioulo e calou-se; a escrava, porém, obedeceu e falou.
[SEP]	Florinda era uma santa: compadeceu-se do crioulo e calou-se; a escrava, porém, obedeceu e falou.
[CLS]	Ouvindo a relação do caso e do insulto feito à filha, Domingos Caeta­no, tomado de justa cólera, levantou o açoite e descarregou-o com vivaci­dade sobre as costas de Simeão.
Ou	Ouvindo a relação do caso e do insulto feito à filha, Domingos Caeta­no, tomado de justa cólera, levantou o açoite e descarregou-o com vivaci­dade sobre as costas de Simeão.
##vindo	Ouvindo a relação do caso e do insulto feito à filha, Domingos Caeta­no, tomado de justa cólera, levantou o açoite e descarregou-o com vivaci­dade sobre as costas de Simeão.
a	Ouvindo a relação do caso e do insulto feito à filha, Domingos Caeta­no, tomado de justa cólera, levantou o açoite e descarregou-o com vivaci­dade sobre as costas de Simeão.
relação	Ouvindo a relação do caso e do insulto feito à filha, Domingos Caeta­no, tomado de justa cólera, levantou o açoite e descarregou-o com vivaci­dade sobre as costas de Simeão.
do	Ouvindo a relação do caso e do insulto feito à filha, Domingos Caeta­no, tomado de justa cólera, levantou o açoite e descarregou-o com vivaci­dade sobre as costas de Simeão.
caso	Ouvindo a relação do caso e do insulto feito à filha, Domingos Caeta­no, tomado de justa cólera, levantou o açoite e descarregou-o com vivaci­dade sobre as costas de Simeão.
e	Ouvindo a relação do caso e do insulto feito à filha, Domingos Caeta­no, tomado de justa cólera, levantou o açoite e descarregou-o com vivaci­dade sobre as costas de Simeão.
do	Ouvindo a relação do caso e do insulto feito à filha, Domingos Caeta­no, tomado de justa cólera, levantou o açoite e descarregou-o com vivaci­dade sobre as costas de Simeão.
insul	Ouvindo a relação do caso e do insulto feito à filha, Domingos Caeta­no, tomado de justa cólera, levantou o açoite e descarregou-o com vivaci­dade sobre as costas de Simeão.
##to	Ouvindo a relação do caso e do insulto feito à filha, Domingos Caeta­no, tomado de justa cólera, levantou o açoite e descarregou-o com vivaci­dade sobre as costas de Simeão.
feito	Ouvindo a relação do caso e do insulto feito à filha, Domingos Caeta­no, tomado de justa cólera, levantou o açoite e descarregou-o com vivaci­dade sobre as costas de Simeão.
à	Ouvindo a relação do caso e do insulto feito à filha, Domingos Caeta­no, tomado de justa cólera, levantou o açoite e descarregou-o com vivaci­dade sobre as costas de Simeão.
filha	Ouvindo a relação do caso e do insulto feito à filha, Domingos Caeta­no, tomado de justa cólera, levantou o açoite e descarregou-o com vivaci­dade sobre as costas de Simeão.
,	Ouvindo a relação do caso e do insulto feito à filha, Domingos Caeta­no, tomado de justa cólera, levantou o açoite e descarregou-o com vivaci­dade sobre as costas de Simeão.
Domingos	Ouvindo a relação do caso e do insulto feito à filha, Domingos Caeta­no, tomado de justa cólera, levantou o açoite e descarregou-o com vivaci­dade sobre as costas de Simeão.
Caetano	Ouvindo a relação do caso e do insulto feito à filha, Domingos Caeta­no, tomado de justa cólera, levantou o açoite e descarregou-o com vivaci­dade sobre as costas de Simeão.
,	Ouvindo a relação do caso e do insulto feito à filha, Domingos Caeta­no, tomado de justa cólera, levantou o açoite e descarregou-o com vivaci­dade sobre as costas de Simeão.
tomado	Ouvindo a relação do caso e do insulto feito à filha, Domingos Caeta­no, tomado de justa cólera, levantou o açoite e descarregou-o com vivaci­dade sobre as costas de Simeão.
de	Ouvindo a relação do caso e do insulto feito à filha, Domingos Caeta­no, tomado de justa cólera, levantou o açoite e descarregou-o com vivaci­dade sobre as costas de Simeão.
justa	Ouvindo a relação do caso e do insulto feito à filha, Domingos Caeta­no, tomado de justa cólera, levantou o açoite e descarregou-o com vivaci­dade sobre as costas de Simeão.
có	Ouvindo a relação do caso e do insulto feito à filha, Domingos Caeta­no, tomado de justa cólera, levantou o açoite e descarregou-o com vivaci­dade sobre as costas de Simeão.
##ler	Ouvindo a relação do caso e do insulto feito à filha, Domingos Caeta­no, tomado de justa cólera, levantou o açoite e descarregou-o com vivaci­dade sobre as costas de Simeão.
##a	Ouvindo a relação do caso e do insulto feito à filha, Domingos Caeta­no, tomado de justa cólera, levantou o açoite e descarregou-o com vivaci­dade sobre as costas de Simeão.
,	Ouvindo a relação do caso e do insulto feito à filha, Domingos Caeta­no, tomado de justa cólera, levantou o açoite e descarregou-o com vivaci­dade sobre as costas de Simeão.
levantou	Ouvindo a relação do caso e do insulto feito à filha, Domingos Caeta­no, tomado de justa cólera, levantou o açoite e descarregou-o com vivaci­dade sobre as costas de Simeão.
o	Ouvindo a relação do caso e do insulto feito à filha, Domingos Caeta­no, tomado de justa cólera, levantou o açoite e descarregou-o com vivaci­dade sobre as costas de Simeão.
aço	Ouvindo a relação do caso e do insulto feito à filha, Domingos Caeta­no, tomado de justa cólera, levantou o açoite e descarregou-o com vivaci­dade sobre as costas de Simeão.
##ite	Ouvindo a relação do caso e do insulto feito à filha, Domingos Caeta­no, tomado de justa cólera, levantou o açoite e descarregou-o com vivaci­dade sobre as costas de Simeão.
e	Ouvindo a relação do caso e do insulto feito à filha, Domingos Caeta­no, tomado de justa cólera, levantou o açoite e descarregou-o com vivaci­dade sobre as costas de Simeão.
descar	Ouvindo a relação do caso e do insulto feito à filha, Domingos Caeta­no, tomado de justa cólera, levantou o açoite e descarregou-o com vivaci­dade sobre as costas de Simeão.
##rego	Ouvindo a relação do caso e do insulto feito à filha, Domingos Caeta­no, tomado de justa cólera, levantou o açoite e descarregou-o com vivaci­dade sobre as costas de Simeão.
##u	Ouvindo a relação do caso e do insulto feito à filha, Domingos Caeta­no, tomado de justa cólera, levantou o açoite e descarregou-o com vivaci­dade sobre as costas de Simeão.
-	Ouvindo a relação do caso e do insulto feito à filha, Domingos Caeta­no, tomado de justa cólera, levantou o açoite e descarregou-o com vivaci­dade sobre as costas de Simeão.
o	Ouvindo a relação do caso e do insulto feito à filha, Domingos Caeta­no, tomado de justa cólera, levantou o açoite e descarregou-o com vivaci­dade sobre as costas de Simeão.
com	Ouvindo a relação do caso e do insulto feito à filha, Domingos Caeta­no, tomado de justa cólera, levantou o açoite e descarregou-o com vivaci­dade sobre as costas de Simeão.
viva	Ouvindo a relação do caso e do insulto feito à filha, Domingos Caeta­no, tomado de justa cólera, levantou o açoite e descarregou-o com vivaci­dade sobre as costas de Simeão.
##cidade	Ouvindo a relação do caso e do insulto feito à filha, Domingos Caeta­no, tomado de justa cólera, levantou o açoite e descarregou-o com vivaci­dade sobre as costas de Simeão.
sobre	Ouvindo a relação do caso e do insulto feito à filha, Domingos Caeta­no, tomado de justa cólera, levantou o açoite e descarregou-o com vivaci­dade sobre as costas de Simeão.
as	Ouvindo a relação do caso e do insulto feito à filha, Domingos Caeta­no, tomado de justa cólera, levantou o açoite e descarregou-o com vivaci­dade sobre as costas de Simeão.
costas	Ouvindo a relação do caso e do insulto feito à filha, Domingos Caeta­no, tomado de justa cólera, levantou o açoite e descarregou-o com vivaci­dade sobre as costas de Simeão.
de	Ouvindo a relação do caso e do insulto feito à filha, Domingos Caeta­no, tomado de justa cólera, levantou o açoite e descarregou-o com vivaci­dade sobre as costas de Simeão.
Sim	Ouvindo a relação do caso e do insulto feito à filha, Domingos Caeta­no, tomado de justa cólera, levantou o açoite e descarregou-o com vivaci­dade sobre as costas de Simeão.
##e	Ouvindo a relação do caso e do insulto feito à filha, Domingos Caeta­no, tomado de justa cólera, levantou o açoite e descarregou-o com vivaci­dade sobre as costas de Simeão.
##ão	Ouvindo a relação do caso e do insulto feito à filha, Domingos Caeta­no, tomado de justa cólera, levantou o açoite e descarregou-o com vivaci­dade sobre as costas de Simeão.
.	Ouvindo a relação do caso e do insulto feito à filha, Domingos Caeta­no, tomado de justa cólera, levantou o açoite e descarregou-o com vivaci­dade sobre as costas de Simeão.
[SEP]	Ouvindo a relação do caso e do insulto feito à filha, Domingos Caeta­no, tomado de justa cólera, levantou o açoite e descarregou-o com vivaci­dade sobre as costas de Simeão.
[CLS]	Seis vezes e repetidamente os golpes se tinham repetido, quando Flo­rinda em pranto arrancou o açoite da mão de seu pai.
Seis	Seis vezes e repetidamente os golpes se tinham repetido, quando Flo­rinda em pranto arrancou o açoite da mão de seu pai.
vezes	Seis vezes e repetidamente os golpes se tinham repetido, quando Flo­rinda em pranto arrancou o açoite da mão de seu pai.
e	Seis vezes e repetidamente os golpes se tinham repetido, quando Flo­rinda em pranto arrancou o açoite da mão de seu pai.
repetidamente	Seis vezes e repetidamente os golpes se tinham repetido, quando Flo­rinda em pranto arrancou o açoite da mão de seu pai.
os	Seis vezes e repetidamente os golpes se tinham repetido, quando Flo­rinda em pranto arrancou o açoite da mão de seu pai.
golpes	Seis vezes e repetidamente os golpes se tinham repetido, quando Flo­rinda em pranto arrancou o açoite da mão de seu pai.
se	Seis vezes e repetidamente os golpes se tinham repetido, quando Flo­rinda em pranto arrancou o açoite da mão de seu pai.
tinham	Seis vezes e repetidamente os golpes se tinham repetido, quando Flo­rinda em pranto arrancou o açoite da mão de seu pai.
repeti	Seis vezes e repetidamente os golpes se tinham repetido, quando Flo­rinda em pranto arrancou o açoite da mão de seu pai.
##do	Seis vezes e repetidamente os golpes se tinham repetido, quando Flo­rinda em pranto arrancou o açoite da mão de seu pai.
,	Seis vezes e repetidamente os golpes se tinham repetido, quando Flo­rinda em pranto arrancou o açoite da mão de seu pai.
quando	Seis vezes e repetidamente os golpes se tinham repetido, quando Flo­rinda em pranto arrancou o açoite da mão de seu pai.
Flor	Seis vezes e repetidamente os golpes se tinham repetido, quando Flo­rinda em pranto arrancou o açoite da mão de seu pai.
##inda	Seis vezes e repetidamente os golpes se tinham repetido, quando Flo­rinda em pranto arrancou o açoite da mão de seu pai.
em	Seis vezes e repetidamente os golpes se tinham repetido, quando Flo­rinda em pranto arrancou o açoite da mão de seu pai.
pra	Seis vezes e repetidamente os golpes se tinham repetido, quando Flo­rinda em pranto arrancou o açoite da mão de seu pai.
##nto	Seis vezes e repetidamente os golpes se tinham repetido, quando Flo­rinda em pranto arrancou o açoite da mão de seu pai.
arranc	Seis vezes e repetidamente os golpes se tinham repetido, quando Flo­rinda em pranto arrancou o açoite da mão de seu pai.
##ou	Seis vezes e repetidamente os golpes se tinham repetido, quando Flo­rinda em pranto arrancou o açoite da mão de seu pai.
o	Seis vezes e repetidamente os golpes se tinham repetido, quando Flo­rinda em pranto arrancou o açoite da mão de seu pai.
aço	Seis vezes e repetidamente os golpes se tinham repetido, quando Flo­rinda em pranto arrancou o açoite da mão de seu pai.
##ite	Seis vezes e repetidamente os golpes se tinham repetido, quando Flo­rinda em pranto arrancou o açoite da mão de seu pai.
da	Seis vezes e repetidamente os golpes se tinham repetido, quando Flo­rinda em pranto arrancou o açoite da mão de seu pai.
mão	Seis vezes e repetidamente os golpes se tinham repetido, quando Flo­rinda em pranto arrancou o açoite da mão de seu pai.
de	Seis vezes e repetidamente os golpes se tinham repetido, quando Flo­rinda em pranto arrancou o açoite da mão de seu pai.
seu	Seis vezes e repetidamente os golpes se tinham repetido, quando Flo­rinda em pranto arrancou o açoite da mão de seu pai.
pai	Seis vezes e repetidamente os golpes se tinham repetido, quando Flo­rinda em pranto arrancou o açoite da mão de seu pai.
.	Seis vezes e repetidamente os golpes se tinham repetido, quando Flo­rinda em pranto arrancou o açoite da mão de seu pai.
[SEP]	Seis vezes e repetidamente os golpes se tinham repetido, quando Flo­rinda em pranto arrancou o açoite da mão de seu pai.
[CLS]	Simeão recebera as chicotadas imóvel, sem soltar um gemido, sem der­ramar uma lágrima, e sem pronunciar uma só palavra de arrependimento ou desculpa, e quando privado do açoite Domingos Caetano o ameaçava ainda, ele com os olhos turvos e como em olhar febril mediu de alto a bai­xo o senhor que tão justamente o castigara, e a senhora-moça que tão pie­dosa correra a poupá-lo a maior e bem merecida punição.
Sim	Simeão recebera as chicotadas imóvel, sem soltar um gemido, sem der­ramar uma lágrima, e sem pronunciar uma só palavra de arrependimento ou desculpa, e quando privado do açoite Domingos Caetano o ameaçava ainda, ele com os olhos turvos e como em olhar febril mediu de alto a bai­xo o senhor que tão justamente o castigara, e a senhora-moça que tão pie­dosa correra a poupá-lo a maior e bem merecida punição.
##e	Simeão recebera as chicotadas imóvel, sem soltar um gemido, sem der­ramar uma lágrima, e sem pronunciar uma só palavra de arrependimento ou desculpa, e quando privado do açoite Domingos Caetano o ameaçava ainda, ele com os olhos turvos e como em olhar febril mediu de alto a bai­xo o senhor que tão justamente o castigara, e a senhora-moça que tão pie­dosa correra a poupá-lo a maior e bem merecida punição.
##ão	Simeão recebera as chicotadas imóvel, sem soltar um gemido, sem der­ramar uma lágrima, e sem pronunciar uma só palavra de arrependimento ou desculpa, e quando privado do açoite Domingos Caetano o ameaçava ainda, ele com os olhos turvos e como em olhar febril mediu de alto a bai­xo o senhor que tão justamente o castigara, e a senhora-moça que tão pie­dosa correra a poupá-lo a maior e bem merecida punição.
receber	Simeão recebera as chicotadas imóvel, sem soltar um gemido, sem der­ramar uma lágrima, e sem pronunciar uma só palavra de arrependimento ou desculpa, e quando privado do açoite Domingos Caetano o ameaçava ainda, ele com os olhos turvos e como em olhar febril mediu de alto a bai­xo o senhor que tão justamente o castigara, e a senhora-moça que tão pie­dosa correra a poupá-lo a maior e bem merecida punição.
##a	Simeão recebera as chicotadas imóvel, sem soltar um gemido, sem der­ramar uma lágrima, e sem pronunciar uma só palavra de arrependimento ou desculpa, e quando privado do açoite Domingos Caetano o ameaçava ainda, ele com os olhos turvos e como em olhar febril mediu de alto a bai­xo o senhor que tão justamente o castigara, e a senhora-moça que tão pie­dosa correra a poupá-lo a maior e bem merecida punição.
as	Simeão recebera as chicotadas imóvel, sem soltar um gemido, sem der­ramar uma lágrima, e sem pronunciar uma só palavra de arrependimento ou desculpa, e quando privado do açoite Domingos Caetano o ameaçava ainda, ele com os olhos turvos e como em olhar febril mediu de alto a bai­xo o senhor que tão justamente o castigara, e a senhora-moça que tão pie­dosa correra a poupá-lo a maior e bem merecida punição.
ch	Simeão recebera as chicotadas imóvel, sem soltar um gemido, sem der­ramar uma lágrima, e sem pronunciar uma só palavra de arrependimento ou desculpa, e quando privado do açoite Domingos Caetano o ameaçava ainda, ele com os olhos turvos e como em olhar febril mediu de alto a bai­xo o senhor que tão justamente o castigara, e a senhora-moça que tão pie­dosa correra a poupá-lo a maior e bem merecida punição.
##ico	Simeão recebera as chicotadas imóvel, sem soltar um gemido, sem der­ramar uma lágrima, e sem pronunciar uma só palavra de arrependimento ou desculpa, e quando privado do açoite Domingos Caetano o ameaçava ainda, ele com os olhos turvos e como em olhar febril mediu de alto a bai­xo o senhor que tão justamente o castigara, e a senhora-moça que tão pie­dosa correra a poupá-lo a maior e bem merecida punição.
##tadas	Simeão recebera as chicotadas imóvel, sem soltar um gemido, sem der­ramar uma lágrima, e sem pronunciar uma só palavra de arrependimento ou desculpa, e quando privado do açoite Domingos Caetano o ameaçava ainda, ele com os olhos turvos e como em olhar febril mediu de alto a bai­xo o senhor que tão justamente o castigara, e a senhora-moça que tão pie­dosa correra a poupá-lo a maior e bem merecida punição.
imóvel	Simeão recebera as chicotadas imóvel, sem soltar um gemido, sem der­ramar uma lágrima, e sem pronunciar uma só palavra de arrependimento ou desculpa, e quando privado do açoite Domingos Caetano o ameaçava ainda, ele com os olhos turvos e como em olhar febril mediu de alto a bai­xo o senhor que tão justamente o castigara, e a senhora-moça que tão pie­dosa correra a poupá-lo a maior e bem merecida punição.
,	Simeão recebera as chicotadas imóvel, sem soltar um gemido, sem der­ramar uma lágrima, e sem pronunciar uma só palavra de arrependimento ou desculpa, e quando privado do açoite Domingos Caetano o ameaçava ainda, ele com os olhos turvos e como em olhar febril mediu de alto a bai­xo o senhor que tão justamente o castigara, e a senhora-moça que tão pie­dosa correra a poupá-lo a maior e bem merecida punição.
sem	Simeão recebera as chicotadas imóvel, sem soltar um gemido, sem der­ramar uma lágrima, e sem pronunciar uma só palavra de arrependimento ou desculpa, e quando privado do açoite Domingos Caetano o ameaçava ainda, ele com os olhos turvos e como em olhar febril mediu de alto a bai­xo o senhor que tão justamente o castigara, e a senhora-moça que tão pie­dosa correra a poupá-lo a maior e bem merecida punição.
sol	Simeão recebera as chicotadas imóvel, sem soltar um gemido, sem der­ramar uma lágrima, e sem pronunciar uma só palavra de arrependimento ou desculpa, e quando privado do açoite Domingos Caetano o ameaçava ainda, ele com os olhos turvos e como em olhar febril mediu de alto a bai­xo o senhor que tão justamente o castigara, e a senhora-moça que tão pie­dosa correra a poupá-lo a maior e bem merecida punição.
##tar	Simeão recebera as chicotadas imóvel, sem soltar um gemido, sem der­ramar uma lágrima, e sem pronunciar uma só palavra de arrependimento ou desculpa, e quando privado do açoite Domingos Caetano o ameaçava ainda, ele com os olhos turvos e como em olhar febril mediu de alto a bai­xo o senhor que tão justamente o castigara, e a senhora-moça que tão pie­dosa correra a poupá-lo a maior e bem merecida punição.
um	Simeão recebera as chicotadas imóvel, sem soltar um gemido, sem der­ramar uma lágrima, e sem pronunciar uma só palavra de arrependimento ou desculpa, e quando privado do açoite Domingos Caetano o ameaçava ainda, ele com os olhos turvos e como em olhar febril mediu de alto a bai­xo o senhor que tão justamente o castigara, e a senhora-moça que tão pie­dosa correra a poupá-lo a maior e bem merecida punição.
ge	Simeão recebera as chicotadas imóvel, sem soltar um gemido, sem der­ramar uma lágrima, e sem pronunciar uma só palavra de arrependimento ou desculpa, e quando privado do açoite Domingos Caetano o ameaçava ainda, ele com os olhos turvos e como em olhar febril mediu de alto a bai­xo o senhor que tão justamente o castigara, e a senhora-moça que tão pie­dosa correra a poupá-lo a maior e bem merecida punição.
##mido	Simeão recebera as chicotadas imóvel, sem soltar um gemido, sem der­ramar uma lágrima, e sem pronunciar uma só palavra de arrependimento ou desculpa, e quando privado do açoite Domingos Caetano o ameaçava ainda, ele com os olhos turvos e como em olhar febril mediu de alto a bai­xo o senhor que tão justamente o castigara, e a senhora-moça que tão pie­dosa correra a poupá-lo a maior e bem merecida punição.
,	Simeão recebera as chicotadas imóvel, sem soltar um gemido, sem der­ramar uma lágrima, e sem pronunciar uma só palavra de arrependimento ou desculpa, e quando privado do açoite Domingos Caetano o ameaçava ainda, ele com os olhos turvos e como em olhar febril mediu de alto a bai­xo o senhor que tão justamente o castigara, e a senhora-moça que tão pie­dosa correra a poupá-lo a maior e bem merecida punição.
sem	Simeão recebera as chicotadas imóvel, sem soltar um gemido, sem der­ramar uma lágrima, e sem pronunciar uma só palavra de arrependimento ou desculpa, e quando privado do açoite Domingos Caetano o ameaçava ainda, ele com os olhos turvos e como em olhar febril mediu de alto a bai­xo o senhor que tão justamente o castigara, e a senhora-moça que tão pie­dosa correra a poupá-lo a maior e bem merecida punição.
der	Simeão recebera as chicotadas imóvel, sem soltar um gemido, sem der­ramar uma lágrima, e sem pronunciar uma só palavra de arrependimento ou desculpa, e quando privado do açoite Domingos Caetano o ameaçava ainda, ele com os olhos turvos e como em olhar febril mediu de alto a bai­xo o senhor que tão justamente o castigara, e a senhora-moça que tão pie­dosa correra a poupá-lo a maior e bem merecida punição.
##rama	Simeão recebera as chicotadas imóvel, sem soltar um gemido, sem der­ramar uma lágrima, e sem pronunciar uma só palavra de arrependimento ou desculpa, e quando privado do açoite Domingos Caetano o ameaçava ainda, ele com os olhos turvos e como em olhar febril mediu de alto a bai­xo o senhor que tão justamente o castigara, e a senhora-moça que tão pie­dosa correra a poupá-lo a maior e bem merecida punição.
##r	Simeão recebera as chicotadas imóvel, sem soltar um gemido, sem der­ramar uma lágrima, e sem pronunciar uma só palavra de arrependimento ou desculpa, e quando privado do açoite Domingos Caetano o ameaçava ainda, ele com os olhos turvos e como em olhar febril mediu de alto a bai­xo o senhor que tão justamente o castigara, e a senhora-moça que tão pie­dosa correra a poupá-lo a maior e bem merecida punição.
uma	Simeão recebera as chicotadas imóvel, sem soltar um gemido, sem der­ramar uma lágrima, e sem pronunciar uma só palavra de arrependimento ou desculpa, e quando privado do açoite Domingos Caetano o ameaçava ainda, ele com os olhos turvos e como em olhar febril mediu de alto a bai­xo o senhor que tão justamente o castigara, e a senhora-moça que tão pie­dosa correra a poupá-lo a maior e bem merecida punição.
